vg	-I(Vds)
Step Information: VÂ§tj=25 Vds=1  (Run: 1/6)
1.460000000000001e+000	5.373589e-004
1.480000000000001e+000	5.730428e-004
1.500000000000001e+000	6.110686e-004
1.520000000000001e+000	6.515874e-004
1.540000000000001e+000	6.947596e-004
1.560000000000001e+000	7.407559e-004
1.580000000000001e+000	7.897573e-004
1.600000000000001e+000	8.419565e-004
1.620000000000001e+000	8.975579e-004
1.640000000000001e+000	9.567786e-004
1.660000000000001e+000	1.019849e-003
1.680000000000001e+000	1.087014e-003
1.700000000000001e+000	1.158534e-003
1.720000000000001e+000	1.234684e-003
1.740000000000001e+000	1.315756e-003
1.760000000000001e+000	1.402062e-003
1.780000000000001e+000	1.493930e-003
1.800000000000001e+000	1.591709e-003
1.820000000000001e+000	1.695770e-003
1.840000000000001e+000	1.806505e-003
1.860000000000001e+000	1.924329e-003
1.880000000000001e+000	2.049683e-003
1.900000000000001e+000	2.183034e-003
1.920000000000001e+000	2.324876e-003
1.940000000000001e+000	2.475733e-003
1.960000000000001e+000	2.636158e-003
1.980000000000001e+000	2.806738e-003
2.000000000000001e+000	2.988093e-003
2.020000000000001e+000	3.180879e-003
2.040000000000001e+000	3.385791e-003
2.060000000000001e+000	3.603561e-003
2.080000000000001e+000	3.834965e-003
2.100000000000001e+000	4.080823e-003
2.120000000000001e+000	4.342000e-003
2.140000000000002e+000	4.619409e-003
2.160000000000002e+000	4.914015e-003
2.180000000000002e+000	5.226837e-003
2.200000000000002e+000	5.558948e-003
2.220000000000002e+000	5.911482e-003
2.240000000000002e+000	6.285631e-003
2.260000000000002e+000	6.682656e-003
2.280000000000002e+000	7.103882e-003
2.300000000000002e+000	7.550705e-003
2.320000000000002e+000	8.024597e-003
2.340000000000002e+000	8.527104e-003
2.360000000000002e+000	9.059854e-003
2.380000000000002e+000	9.624559e-003
2.400000000000002e+000	1.022302e-002
2.420000000000002e+000	1.085712e-002
2.440000000000002e+000	1.152886e-002
2.460000000000002e+000	1.224031e-002
2.480000000000002e+000	1.299366e-002
2.500000000000002e+000	1.379121e-002
2.520000000000002e+000	1.463537e-002
2.540000000000002e+000	1.552865e-002
2.560000000000002e+000	1.647370e-002
2.580000000000002e+000	1.747328e-002
2.600000000000002e+000	1.853028e-002
2.620000000000002e+000	1.964774e-002
2.640000000000002e+000	2.082882e-002
2.660000000000002e+000	2.207682e-002
2.680000000000002e+000	2.339520e-002
2.700000000000002e+000	2.478756e-002
2.720000000000002e+000	2.625766e-002
2.740000000000002e+000	2.780943e-002
2.760000000000002e+000	2.944694e-002
2.780000000000002e+000	3.117446e-002
2.800000000000002e+000	3.299641e-002
2.820000000000002e+000	3.491740e-002
2.840000000000002e+000	3.694222e-002
2.860000000000002e+000	3.907586e-002
2.880000000000002e+000	4.132348e-002
2.900000000000002e+000	4.369044e-002
2.920000000000002e+000	4.618231e-002
2.940000000000002e+000	4.880485e-002
2.960000000000002e+000	5.156405e-002
2.980000000000002e+000	5.446607e-002
3.000000000000002e+000	5.751732e-002
3.020000000000002e+000	6.072441e-002
3.040000000000002e+000	6.409418e-002
3.060000000000002e+000	6.763367e-002
3.080000000000002e+000	7.135015e-002
3.100000000000002e+000	7.525114e-002
3.120000000000002e+000	7.934435e-002
3.140000000000002e+000	8.363775e-002
3.160000000000002e+000	8.813952e-002
3.180000000000002e+000	9.285807e-002
3.200000000000002e+000	9.780204e-002
3.220000000000002e+000	1.029803e-001
3.240000000000002e+000	1.084020e-001
3.260000000000003e+000	1.140764e-001
3.280000000000003e+000	1.200131e-001
3.300000000000003e+000	1.262218e-001
3.320000000000003e+000	1.327126e-001
3.340000000000003e+000	1.394958e-001
3.360000000000003e+000	1.465816e-001
3.380000000000003e+000	1.539809e-001
3.400000000000003e+000	1.617043e-001
3.420000000000003e+000	1.697631e-001
3.440000000000003e+000	1.781685e-001
3.460000000000003e+000	1.869319e-001
3.480000000000003e+000	1.960649e-001
3.500000000000003e+000	2.055795e-001
3.520000000000003e+000	2.154877e-001
3.540000000000003e+000	2.258015e-001
3.560000000000003e+000	2.365333e-001
3.580000000000003e+000	2.476957e-001
3.600000000000003e+000	2.593013e-001
3.620000000000003e+000	2.713629e-001
3.640000000000003e+000	2.838933e-001
3.660000000000003e+000	2.969056e-001
3.680000000000003e+000	3.104130e-001
3.700000000000003e+000	3.244286e-001
3.720000000000003e+000	3.389660e-001
3.740000000000003e+000	3.540383e-001
3.760000000000003e+000	3.696593e-001
3.780000000000003e+000	3.858424e-001
3.800000000000003e+000	4.026013e-001
3.820000000000003e+000	4.199496e-001
3.840000000000003e+000	4.379010e-001
3.860000000000003e+000	4.564694e-001
3.880000000000003e+000	4.756683e-001
3.900000000000003e+000	4.955117e-001
3.920000000000003e+000	5.160131e-001
3.940000000000003e+000	5.371863e-001
3.960000000000003e+000	5.590452e-001
3.980000000000003e+000	5.816032e-001
4.000000000000003e+000	6.048741e-001
4.020000000000002e+000	6.288715e-001
4.040000000000002e+000	6.536089e-001
4.060000000000001e+000	6.790996e-001
4.080000000000001e+000	7.053571e-001
4.100000000000001e+000	7.323946e-001
4.120000000000000e+000	7.602254e-001
4.140000000000000e+000	7.888626e-001
4.159999999999999e+000	8.183190e-001
4.179999999999999e+000	8.486077e-001
4.199999999999998e+000	8.797412e-001
4.219999999999998e+000	9.117323e-001
4.239999999999998e+000	9.445933e-001
4.259999999999997e+000	9.783366e-001
4.279999999999997e+000	1.012974e+000
4.299999999999996e+000	1.048519e+000
4.319999999999996e+000	1.084981e+000
4.339999999999995e+000	1.122374e+000
4.359999999999995e+000	1.160709e+000
4.379999999999995e+000	1.199996e+000
4.399999999999994e+000	1.240248e+000
4.419999999999994e+000	1.281475e+000
4.439999999999993e+000	1.323687e+000
4.459999999999993e+000	1.366897e+000
4.479999999999992e+000	1.411114e+000
4.499999999999992e+000	1.456348e+000
4.519999999999992e+000	1.502610e+000
4.539999999999991e+000	1.549910e+000
4.559999999999991e+000	1.598256e+000
4.579999999999990e+000	1.647660e+000
4.599999999999990e+000	1.698129e+000
4.619999999999989e+000	1.749674e+000
4.639999999999989e+000	1.802303e+000
4.659999999999989e+000	1.856025e+000
4.679999999999988e+000	1.910849e+000
4.699999999999988e+000	1.966782e+000
4.719999999999987e+000	2.023834e+000
4.739999999999987e+000	2.082012e+000
4.759999999999987e+000	2.141324e+000
4.779999999999986e+000	2.201778e+000
4.799999999999986e+000	2.263381e+000
4.819999999999985e+000	2.326140e+000
4.839999999999985e+000	2.390063e+000
4.859999999999984e+000	2.455156e+000
4.879999999999984e+000	2.521427e+000
4.899999999999984e+000	2.588881e+000
4.919999999999983e+000	2.657525e+000
4.939999999999983e+000	2.727365e+000
4.959999999999982e+000	2.798409e+000
4.979999999999982e+000	2.870660e+000
4.999999999999981e+000	2.944125e+000
5.019999999999981e+000	3.018810e+000
5.039999999999981e+000	3.094719e+000
5.059999999999980e+000	3.171859e+000
5.079999999999980e+000	3.250234e+000
5.099999999999979e+000	3.329849e+000
5.119999999999979e+000	3.410709e+000
5.139999999999978e+000	3.492818e+000
5.159999999999978e+000	3.576181e+000
5.179999999999978e+000	3.660803e+000
5.199999999999977e+000	3.746687e+000
5.219999999999977e+000	3.833837e+000
5.239999999999976e+000	3.922257e+000
5.259999999999976e+000	4.011952e+000
5.279999999999975e+000	4.102924e+000
5.299999999999975e+000	4.195177e+000
5.319999999999975e+000	4.288713e+000
5.339999999999974e+000	4.383538e+000
5.359999999999974e+000	4.479652e+000
5.379999999999973e+000	4.577060e+000
5.399999999999973e+000	4.675764e+000
5.419999999999972e+000	4.775766e+000
5.439999999999972e+000	4.877069e+000
5.459999999999972e+000	4.979675e+000
5.479999999999971e+000	5.083587e+000
5.499999999999971e+000	5.188805e+000
5.519999999999970e+000	5.295333e+000
5.539999999999970e+000	5.403172e+000
5.559999999999969e+000	5.512322e+000
5.579999999999969e+000	5.622787e+000
5.599999999999969e+000	5.734566e+000
5.619999999999968e+000	5.847662e+000
5.639999999999968e+000	5.962074e+000
5.659999999999967e+000	6.077804e+000
5.679999999999967e+000	6.194852e+000
5.699999999999966e+000	6.313219e+000
5.719999999999966e+000	6.432904e+000
5.739999999999966e+000	6.553908e+000
5.759999999999965e+000	6.676231e+000
5.779999999999965e+000	6.799872e+000
5.799999999999964e+000	6.924831e+000
5.819999999999964e+000	7.051107e+000
5.839999999999963e+000	7.178699e+000
5.859999999999963e+000	7.307606e+000
5.879999999999963e+000	7.437826e+000
5.899999999999962e+000	7.569358e+000
5.919999999999962e+000	7.702199e+000
5.939999999999961e+000	7.836349e+000
5.959999999999961e+000	7.971804e+000
5.979999999999961e+000	8.108562e+000
5.999999999999960e+000	8.246619e+000
6.019999999999960e+000	8.385973e+000
6.039999999999959e+000	8.526621e+000
6.059999999999959e+000	8.668557e+000
6.079999999999958e+000	8.811779e+000
6.099999999999958e+000	8.956283e+000
6.119999999999958e+000	9.102061e+000
6.139999999999957e+000	9.249112e+000
6.159999999999957e+000	9.397428e+000
6.179999999999956e+000	9.547004e+000
6.199999999999956e+000	9.697834e+000
6.219999999999955e+000	9.849912e+000
6.239999999999955e+000	1.000323e+001
6.259999999999955e+000	1.015778e+001
6.279999999999954e+000	1.031356e+001
6.299999999999954e+000	1.047056e+001
6.319999999999953e+000	1.062876e+001
6.339999999999953e+000	1.078817e+001
6.359999999999952e+000	1.094876e+001
6.379999999999952e+000	1.111054e+001
6.399999999999952e+000	1.127349e+001
6.419999999999951e+000	1.143760e+001
6.439999999999951e+000	1.160286e+001
6.459999999999950e+000	1.176926e+001
6.479999999999950e+000	1.193678e+001
6.499999999999949e+000	1.210542e+001
6.519999999999949e+000	1.227517e+001
6.539999999999949e+000	1.244600e+001
6.559999999999948e+000	1.261790e+001
6.579999999999948e+000	1.279086e+001
6.599999999999947e+000	1.296487e+001
6.619999999999947e+000	1.313992e+001
6.639999999999946e+000	1.331597e+001
6.659999999999946e+000	1.349303e+001
6.679999999999946e+000	1.367107e+001
6.699999999999945e+000	1.385007e+001
6.719999999999945e+000	1.403003e+001
6.739999999999944e+000	1.421092e+001
6.759999999999944e+000	1.439272e+001
6.779999999999943e+000	1.457542e+001
6.799999999999943e+000	1.475899e+001
6.819999999999943e+000	1.494343e+001
6.839999999999942e+000	1.512870e+001
6.859999999999942e+000	1.531479e+001
6.879999999999941e+000	1.550169e+001
6.899999999999941e+000	1.568936e+001
6.919999999999940e+000	1.587780e+001
6.939999999999940e+000	1.606697e+001
6.959999999999940e+000	1.625686e+001
6.979999999999939e+000	1.644745e+001
6.999999999999939e+000	1.663872e+001
7.019999999999938e+000	1.683065e+001
7.039999999999938e+000	1.702321e+001
7.059999999999937e+000	1.721638e+001
7.079999999999937e+000	1.741014e+001
7.099999999999937e+000	1.760448e+001
7.119999999999936e+000	1.779936e+001
7.139999999999936e+000	1.799478e+001
7.159999999999935e+000	1.819070e+001
7.179999999999935e+000	1.838710e+001
7.199999999999935e+000	1.858397e+001
7.219999999999934e+000	1.878129e+001
7.239999999999934e+000	1.897902e+001
7.259999999999933e+000	1.917716e+001
7.279999999999933e+000	1.937568e+001
7.299999999999932e+000	1.957456e+001
7.319999999999932e+000	1.977377e+001
7.339999999999932e+000	1.997331e+001
7.359999999999931e+000	2.017315e+001
7.379999999999931e+000	2.037327e+001
7.399999999999930e+000	2.057365e+001
7.419999999999930e+000	2.077427e+001
7.439999999999929e+000	2.097512e+001
7.459999999999929e+000	2.117617e+001
7.479999999999929e+000	2.137741e+001
7.499999999999928e+000	2.157882e+001
7.519999999999928e+000	2.178038e+001
7.539999999999927e+000	2.198207e+001
7.559999999999927e+000	2.218389e+001
7.579999999999926e+000	2.238580e+001
7.599999999999926e+000	2.258780e+001
7.619999999999926e+000	2.278987e+001
7.639999999999925e+000	2.299200e+001
7.659999999999925e+000	2.319416e+001
7.679999999999924e+000	2.339635e+001
7.699999999999924e+000	2.359856e+001
7.719999999999923e+000	2.380076e+001
7.739999999999923e+000	2.400294e+001
7.759999999999923e+000	2.420509e+001
7.779999999999922e+000	2.440721e+001
7.799999999999922e+000	2.460926e+001
7.819999999999921e+000	2.481126e+001
7.839999999999921e+000	2.501317e+001
7.859999999999920e+000	2.521500e+001
7.879999999999920e+000	2.541673e+001
7.899999999999920e+000	2.561834e+001
7.919999999999919e+000	2.581984e+001
7.939999999999919e+000	2.602120e+001
7.959999999999918e+000	2.622243e+001
7.979999999999918e+000	2.642351e+001
7.999999999999917e+000	2.662443e+001
8.019999999999918e+000	2.682518e+001
8.039999999999917e+000	2.702576e+001
8.059999999999917e+000	2.722615e+001
8.079999999999917e+000	2.742636e+001
8.099999999999916e+000	2.762637e+001
8.119999999999916e+000	2.782617e+001
8.139999999999915e+000	2.802576e+001
8.159999999999915e+000	2.822513e+001
8.179999999999915e+000	2.842428e+001
8.199999999999914e+000	2.862320e+001
8.219999999999914e+000	2.882188e+001
8.239999999999913e+000	2.902032e+001
8.259999999999913e+000	2.921852e+001
8.279999999999912e+000	2.941646e+001
8.299999999999912e+000	2.961414e+001
8.319999999999912e+000	2.981156e+001
8.339999999999911e+000	3.000871e+001
8.359999999999911e+000	3.020559e+001
8.379999999999910e+000	3.040220e+001
8.399999999999910e+000	3.059852e+001
8.419999999999909e+000	3.079457e+001
8.439999999999909e+000	3.099032e+001
8.459999999999909e+000	3.118579e+001
8.479999999999908e+000	3.138096e+001
8.499999999999908e+000	3.157583e+001
8.519999999999907e+000	3.177040e+001
8.539999999999907e+000	3.196467e+001
8.559999999999906e+000	3.215863e+001
8.579999999999906e+000	3.235229e+001
8.599999999999906e+000	3.254563e+001
8.619999999999905e+000	3.273866e+001
8.639999999999905e+000	3.293137e+001
8.659999999999904e+000	3.312376e+001
8.679999999999904e+000	3.331584e+001
8.699999999999903e+000	3.350759e+001
8.719999999999903e+000	3.369901e+001
8.739999999999903e+000	3.389011e+001
8.759999999999902e+000	3.408088e+001
8.779999999999902e+000	3.427131e+001
8.799999999999901e+000	3.446142e+001
8.819999999999901e+000	3.465119e+001
8.839999999999900e+000	3.484063e+001
8.859999999999900e+000	3.502973e+001
8.879999999999900e+000	3.521849e+001
8.899999999999899e+000	3.540691e+001
8.919999999999899e+000	3.559499e+001
8.939999999999898e+000	3.578273e+001
8.959999999999898e+000	3.597013e+001
8.979999999999897e+000	3.615718e+001
8.999999999999897e+000	3.634389e+001
9.019999999999897e+000	3.653025e+001
9.039999999999896e+000	3.671626e+001
9.059999999999896e+000	3.690193e+001
9.079999999999895e+000	3.708724e+001
9.099999999999895e+000	3.727221e+001
9.119999999999894e+000	3.745683e+001
9.139999999999894e+000	3.764109e+001
9.159999999999894e+000	3.782500e+001
9.179999999999893e+000	3.800856e+001
9.199999999999893e+000	3.819176e+001
9.219999999999892e+000	3.837461e+001
9.239999999999892e+000	3.855711e+001
9.259999999999891e+000	3.873925e+001
9.279999999999891e+000	3.892104e+001
9.299999999999891e+000	3.910246e+001
9.319999999999890e+000	3.928354e+001
9.339999999999890e+000	3.946425e+001
9.359999999999889e+000	3.964460e+001
9.379999999999889e+000	3.982460e+001
9.399999999999888e+000	4.000423e+001
9.419999999999888e+000	4.018351e+001
9.439999999999888e+000	4.036243e+001
9.459999999999887e+000	4.054099e+001
9.479999999999887e+000	4.071918e+001
9.499999999999886e+000	4.089702e+001
9.519999999999886e+000	4.107449e+001
9.539999999999886e+000	4.125161e+001
9.559999999999885e+000	4.142836e+001
9.579999999999885e+000	4.160474e+001
9.599999999999884e+000	4.178077e+001
9.619999999999884e+000	4.195643e+001
9.639999999999883e+000	4.213173e+001
9.659999999999883e+000	4.230666e+001
9.679999999999883e+000	4.248124e+001
9.699999999999882e+000	4.265545e+001
9.719999999999882e+000	4.282929e+001
9.739999999999881e+000	4.300277e+001
9.759999999999881e+000	4.317588e+001
9.779999999999880e+000	4.334863e+001
9.799999999999880e+000	4.352102e+001
9.819999999999880e+000	4.369304e+001
9.839999999999879e+000	4.386470e+001
9.859999999999879e+000	4.403598e+001
9.879999999999878e+000	4.420691e+001
9.899999999999878e+000	4.437747e+001
9.919999999999877e+000	4.454766e+001
9.939999999999877e+000	4.471749e+001
9.959999999999877e+000	4.488695e+001
9.979999999999876e+000	4.505605e+001
9.999999999999876e+000	4.522477e+001
1.001999999999988e+001	4.539314e+001
1.003999999999988e+001	4.556113e+001
1.005999999999987e+001	4.572876e+001
1.007999999999987e+001	4.589602e+001
1.009999999999987e+001	4.606292e+001
1.011999999999987e+001	4.622945e+001
1.013999999999987e+001	4.639561e+001
1.015999999999987e+001	4.656141e+001
1.017999999999987e+001	4.672684e+001
1.019999999999987e+001	4.689190e+001
1.021999999999987e+001	4.705660e+001
1.023999999999987e+001	4.722092e+001
1.025999999999987e+001	4.738489e+001
1.027999999999987e+001	4.754848e+001
1.029999999999987e+001	4.771171e+001
1.031999999999987e+001	4.787457e+001
1.033999999999987e+001	4.803707e+001
1.035999999999987e+001	4.819920e+001
1.037999999999987e+001	4.836096e+001
1.039999999999987e+001	4.852235e+001
1.041999999999987e+001	4.868338e+001
1.043999999999987e+001	4.884404e+001
1.045999999999987e+001	4.900433e+001
1.047999999999987e+001	4.916426e+001
1.049999999999987e+001	4.932383e+001
1.051999999999987e+001	4.948302e+001
1.053999999999986e+001	4.964185e+001
1.055999999999986e+001	4.980031e+001
1.057999999999986e+001	4.995841e+001
1.059999999999986e+001	5.011614e+001
1.061999999999986e+001	5.027350e+001
1.063999999999986e+001	5.043050e+001
1.065999999999986e+001	5.058714e+001
1.067999999999986e+001	5.074340e+001
1.069999999999986e+001	5.089930e+001
1.071999999999986e+001	5.105484e+001
1.073999999999986e+001	5.121001e+001
1.075999999999986e+001	5.136482e+001
1.077999999999986e+001	5.151926e+001
1.079999999999986e+001	5.167334e+001
1.081999999999986e+001	5.182705e+001
1.083999999999986e+001	5.198040e+001
1.085999999999986e+001	5.213338e+001
1.087999999999986e+001	5.228600e+001
1.089999999999986e+001	5.243825e+001
1.091999999999986e+001	5.259015e+001
1.093999999999986e+001	5.274167e+001
1.095999999999986e+001	5.289284e+001
1.097999999999986e+001	5.304364e+001
1.099999999999985e+001	5.319408e+001
1.101999999999985e+001	5.334415e+001
1.103999999999985e+001	5.349387e+001
1.105999999999985e+001	5.364322e+001
1.107999999999985e+001	5.379221e+001
1.109999999999985e+001	5.394083e+001
1.111999999999985e+001	5.408910e+001
1.113999999999985e+001	5.423701e+001
1.115999999999985e+001	5.438455e+001
1.117999999999985e+001	5.453173e+001
1.119999999999985e+001	5.467855e+001
1.121999999999985e+001	5.482502e+001
1.123999999999985e+001	5.497112e+001
1.125999999999985e+001	5.511686e+001
1.127999999999985e+001	5.526225e+001
1.129999999999985e+001	5.540727e+001
1.131999999999985e+001	5.555194e+001
1.133999999999985e+001	5.569624e+001
1.135999999999985e+001	5.584019e+001
1.137999999999985e+001	5.598378e+001
1.139999999999985e+001	5.612701e+001
1.141999999999985e+001	5.626989e+001
1.143999999999985e+001	5.641241e+001
1.145999999999985e+001	5.655457e+001
1.147999999999984e+001	5.669638e+001
1.149999999999984e+001	5.683783e+001
1.151999999999984e+001	5.697892e+001
1.153999999999984e+001	5.711966e+001
1.155999999999984e+001	5.726005e+001
1.157999999999984e+001	5.740008e+001
1.159999999999984e+001	5.753975e+001
1.161999999999984e+001	5.767908e+001
1.163999999999984e+001	5.781805e+001
1.165999999999984e+001	5.795666e+001
1.167999999999984e+001	5.809492e+001
1.169999999999984e+001	5.823284e+001
1.171999999999984e+001	5.837040e+001
1.173999999999984e+001	5.850760e+001
1.175999999999984e+001	5.864446e+001
1.177999999999984e+001	5.878096e+001
1.179999999999984e+001	5.891712e+001
1.181999999999984e+001	5.905293e+001
1.183999999999984e+001	5.918839e+001
1.185999999999984e+001	5.932349e+001
1.187999999999984e+001	5.945825e+001
1.189999999999984e+001	5.959266e+001
1.191999999999984e+001	5.972673e+001
1.193999999999983e+001	5.986044e+001
1.195999999999983e+001	5.999381e+001
1.197999999999983e+001	6.012683e+001
1.199999999999983e+001	6.025951e+001
1.201999999999983e+001	6.039184e+001
1.203999999999983e+001	6.052383e+001
1.205999999999983e+001	6.065547e+001
1.207999999999983e+001	6.078677e+001
1.209999999999983e+001	6.091772e+001
1.211999999999983e+001	6.104834e+001
1.213999999999983e+001	6.117860e+001
1.215999999999983e+001	6.130853e+001
1.217999999999983e+001	6.143811e+001
1.219999999999983e+001	6.156736e+001
1.221999999999983e+001	6.169626e+001
1.223999999999983e+001	6.182483e+001
1.225999999999983e+001	6.195305e+001
1.227999999999983e+001	6.208093e+001
1.229999999999983e+001	6.220848e+001
1.231999999999983e+001	6.233568e+001
1.233999999999983e+001	6.246255e+001
1.235999999999983e+001	6.258908e+001
1.237999999999983e+001	6.271528e+001
1.239999999999982e+001	6.284114e+001
1.241999999999982e+001	6.296666e+001
1.243999999999982e+001	6.309185e+001
1.245999999999982e+001	6.321671e+001
1.247999999999982e+001	6.334123e+001
1.249999999999982e+001	6.346542e+001
1.251999999999982e+001	6.358927e+001
1.253999999999982e+001	6.371279e+001
1.255999999999982e+001	6.383598e+001
1.257999999999982e+001	6.395884e+001
1.259999999999982e+001	6.408137e+001
1.261999999999982e+001	6.420357e+001
1.263999999999982e+001	6.432543e+001
1.265999999999982e+001	6.444697e+001
1.267999999999982e+001	6.456818e+001
1.269999999999982e+001	6.468906e+001
1.271999999999982e+001	6.480962e+001
1.273999999999982e+001	6.492985e+001
1.275999999999982e+001	6.504975e+001
1.277999999999982e+001	6.516933e+001
1.279999999999982e+001	6.528858e+001
1.281999999999982e+001	6.540751e+001
1.283999999999982e+001	6.552611e+001
1.285999999999982e+001	6.564439e+001
1.287999999999981e+001	6.576234e+001
1.289999999999981e+001	6.587998e+001
1.291999999999981e+001	6.599729e+001
1.293999999999981e+001	6.611429e+001
1.295999999999981e+001	6.623096e+001
1.297999999999981e+001	6.634731e+001
1.299999999999981e+001	6.646335e+001
1.301999999999981e+001	6.657906e+001
1.303999999999981e+001	6.669446e+001
1.305999999999981e+001	6.680954e+001
1.307999999999981e+001	6.692430e+001
1.309999999999981e+001	6.703875e+001
1.311999999999981e+001	6.715288e+001
1.313999999999981e+001	6.726669e+001
1.315999999999981e+001	6.738020e+001
1.317999999999981e+001	6.749339e+001
1.319999999999981e+001	6.760626e+001
1.321999999999981e+001	6.771882e+001
1.323999999999981e+001	6.783107e+001
1.325999999999981e+001	6.794302e+001
1.327999999999981e+001	6.805464e+001
1.329999999999981e+001	6.816596e+001
1.331999999999981e+001	6.827697e+001
1.333999999999980e+001	6.838767e+001
1.335999999999980e+001	6.849807e+001
1.337999999999980e+001	6.860815e+001
1.339999999999980e+001	6.871793e+001
1.341999999999980e+001	6.882741e+001
1.343999999999980e+001	6.893658e+001
1.345999999999980e+001	6.904543e+001
1.347999999999980e+001	6.915399e+001
1.349999999999980e+001	6.926225e+001
1.351999999999980e+001	6.937020e+001
1.353999999999980e+001	6.947785e+001
1.355999999999980e+001	6.958520e+001
1.357999999999980e+001	6.969225e+001
1.359999999999980e+001	6.979900e+001
1.361999999999980e+001	6.990544e+001
1.363999999999980e+001	7.001159e+001
1.365999999999980e+001	7.011744e+001
1.367999999999980e+001	7.022299e+001
1.369999999999980e+001	7.032824e+001
1.371999999999980e+001	7.043320e+001
1.373999999999980e+001	7.053786e+001
1.375999999999980e+001	7.064223e+001
1.377999999999980e+001	7.074630e+001
1.379999999999980e+001	7.085008e+001
1.381999999999979e+001	7.095357e+001
1.383999999999979e+001	7.105676e+001
1.385999999999979e+001	7.115966e+001
1.387999999999979e+001	7.126227e+001
1.389999999999979e+001	7.136459e+001
1.391999999999979e+001	7.146662e+001
1.393999999999979e+001	7.156836e+001
1.395999999999979e+001	7.166982e+001
1.397999999999979e+001	7.177097e+001
1.399999999999979e+001	7.187185e+001
1.401999999999979e+001	7.197244e+001
1.403999999999979e+001	7.207275e+001
1.405999999999979e+001	7.217277e+001
1.407999999999979e+001	7.227250e+001
1.409999999999979e+001	7.237195e+001
1.411999999999979e+001	7.247112e+001
1.413999999999979e+001	7.257000e+001
1.415999999999979e+001	7.266860e+001
1.417999999999979e+001	7.276692e+001
1.419999999999979e+001	7.286497e+001
1.421999999999979e+001	7.296272e+001
1.423999999999979e+001	7.306020e+001
1.425999999999979e+001	7.315741e+001
1.427999999999978e+001	7.325433e+001
1.429999999999978e+001	7.335098e+001
1.431999999999978e+001	7.344735e+001
1.433999999999978e+001	7.354345e+001
1.435999999999978e+001	7.363927e+001
1.437999999999978e+001	7.373481e+001
1.439999999999978e+001	7.383009e+001
1.441999999999978e+001	7.392508e+001
1.443999999999978e+001	7.401981e+001
1.445999999999978e+001	7.411426e+001
1.447999999999978e+001	7.420844e+001
1.449999999999978e+001	7.430235e+001
1.451999999999978e+001	7.439600e+001
1.453999999999978e+001	7.448937e+001
1.455999999999978e+001	7.458247e+001
1.457999999999978e+001	7.467531e+001
1.459999999999978e+001	7.476788e+001
1.461999999999978e+001	7.486018e+001
1.463999999999978e+001	7.495222e+001
1.465999999999978e+001	7.504399e+001
1.467999999999978e+001	7.513550e+001
1.469999999999978e+001	7.522674e+001
1.471999999999978e+001	7.531772e+001
1.473999999999978e+001	7.540843e+001
1.475999999999977e+001	7.549889e+001
1.477999999999977e+001	7.558908e+001
1.479999999999977e+001	7.567902e+001
1.481999999999977e+001	7.576869e+001
1.483999999999977e+001	7.585810e+001
1.485999999999977e+001	7.594726e+001
1.487999999999977e+001	7.603616e+001
1.489999999999977e+001	7.612480e+001
1.491999999999977e+001	7.621318e+001
1.493999999999977e+001	7.630131e+001
1.495999999999977e+001	7.638918e+001
1.497999999999977e+001	7.647680e+001
1.499999999999977e+001	7.656416e+001
1.501999999999977e+001	7.665128e+001
1.503999999999977e+001	7.673814e+001
1.505999999999977e+001	7.682475e+001
1.507999999999977e+001	7.691110e+001
1.509999999999977e+001	7.699721e+001
1.511999999999977e+001	7.708306e+001
1.513999999999977e+001	7.716866e+001
1.515999999999977e+001	7.725402e+001
1.517999999999977e+001	7.733913e+001
1.519999999999977e+001	7.742400e+001
1.521999999999976e+001	7.750861e+001
1.523999999999976e+001	7.759298e+001
1.525999999999976e+001	7.767710e+001
1.527999999999976e+001	7.776098e+001
1.529999999999976e+001	7.784462e+001
1.531999999999976e+001	7.792801e+001
1.533999999999976e+001	7.801116e+001
1.535999999999976e+001	7.809406e+001
1.537999999999976e+001	7.817673e+001
1.539999999999976e+001	7.825916e+001
1.541999999999976e+001	7.834134e+001
1.543999999999976e+001	7.842329e+001
1.545999999999976e+001	7.850500e+001
1.547999999999976e+001	7.858646e+001
1.549999999999976e+001	7.866769e+001
1.551999999999976e+001	7.874869e+001
1.553999999999976e+001	7.882945e+001
1.555999999999976e+001	7.890997e+001
1.557999999999976e+001	7.899026e+001
1.559999999999976e+001	7.907031e+001
1.561999999999976e+001	7.915013e+001
1.563999999999976e+001	7.922972e+001
1.565999999999976e+001	7.930907e+001
1.567999999999976e+001	7.938820e+001
1.569999999999975e+001	7.946709e+001
1.571999999999975e+001	7.954575e+001
1.573999999999975e+001	7.962418e+001
1.575999999999975e+001	7.970239e+001
1.577999999999975e+001	7.978036e+001
1.579999999999975e+001	7.985811e+001
1.581999999999975e+001	7.993563e+001
1.583999999999975e+001	8.001292e+001
1.585999999999975e+001	8.008999e+001
1.587999999999975e+001	8.016683e+001
1.589999999999975e+001	8.024345e+001
1.591999999999975e+001	8.031985e+001
1.593999999999975e+001	8.039601e+001
1.595999999999975e+001	8.047196e+001
1.597999999999975e+001	8.054768e+001
1.599999999999975e+001	8.062319e+001
1.601999999999975e+001	8.069847e+001
1.603999999999975e+001	8.077354e+001
1.605999999999975e+001	8.084837e+001
1.607999999999975e+001	8.092300e+001
1.609999999999975e+001	8.099741e+001
1.611999999999975e+001	8.107159e+001
